週,店タイプ,店舗番号,店サイズ,売上,平均気温,ガソリン価格,消費者物価指数,失業率,ISO週番号,祝日の有無,クリスマスセール,BlackFridayセール
2012-09-21 00:00:00,B,B13,219622,818039.688,20.388,3.821,131.0103333,5.765,38,FALSE,0,0
2012-09-28 00:00:00,B,B13,219622,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,B,B13,219622,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,B,B13,219622,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,B,B13,219622,,,,,,42,FALSE,0,0
2012-07-06 00:00:00,A,A14,200898,609029.54,24.897,3.475,191.1338827,8.684,27,FALSE,0,0
2012-07-13 00:00:00,A,A14,200898,525879.55,23.991,3.523,191.1685192,8.684,28,FALSE,0,0
2012-07-20 00:00:00,A,A14,200898,530904.3,23.667,3.567,191.1670428,8.684,29,FALSE,0,0
2012-07-27 00:00:00,A,A14,200898,500177.82,23.16,3.647,191.1655664,8.684,30,FALSE,0,0
2012-08-03 00:00:00,A,A14,200898,593215.14,22.974,3.654,191.16409,8.684,31,FALSE,0,0
2012-08-10 00:00:00,A,A14,200898,574740.35,23.595,3.722,191.1626135,8.684,32,FALSE,0,0
2012-08-17 00:00:00,A,A14,200898,594575.29,22.713,3.807,191.2284919,8.684,33,FALSE,0,0
2012-08-24 00:00:00,A,A14,200898,543166.23,21.786,3.834,191.3448865,8.684,34,FALSE,0,0
2012-08-31 00:00:00,A,A14,200898,538806.68,22.527,3.867,191.461281,8.684,35,FALSE,0,0
2012-09-07 00:00:00,A,A14,200898,668951.81,22.71,3.911,191.5776756,8.684,36,TRUE,0,0
2012-09-14 00:00:00,A,A14,200898,546914.9,20.361,3.948,191.69985,8.684,37,FALSE,0,0
2012-09-21 00:00:00,A,A14,200898,574491.18,19.596,4.038,191.8567038,8.684,38,FALSE,0,0
2012-09-28 00:00:00,A,A14,200898,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,A,A14,200898,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,A,A14,200898,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,A,A14,200898,,,,,,42,FALSE,0,0
2012-07-06 00:00:00,A,A19,203819,487047.92,22.821,3.646,138.2296333,8.193,27,FALSE,0,0
2012-07-13 00:00:00,A,A19,203819,428968.4,21.951,3.689,138.263,8.193,28,FALSE,0,0
2012-07-20 00:00:00,A,A19,203819,426222.37,22.851,3.732,138.2331935,8.193,29,FALSE,0,0
2012-07-27 00:00:00,A,A19,203819,413984.54,22.329,3.82,138.2033871,8.193,30,FALSE,0,0
2012-08-03 00:00:00,A,A19,203819,448887.97,22.023,3.819,138.1735806,8.193,31,FALSE,0,0
2012-08-10 00:00:00,A,A19,203819,461612.99,22.335,3.863,138.1437742,8.193,32,FALSE,0,0
2012-08-17 00:00:00,A,A19,203819,440862.2,20.949,3.963,138.1857097,8.193,33,FALSE,0,0
2012-08-24 00:00:00,A,A19,203819,487296.7,19.998,3.997,138.2814516,8.193,34,FALSE,0,0
2012-08-31 00:00:00,A,A19,203819,478568.89,21.555,4.026,138.3771935,8.193,35,FALSE,0,0
2012-09-07 00:00:00,A,A19,203819,489112.39,21.66,4.076,138.4729355,8.193,36,TRUE,0,0
2012-09-14 00:00:00,A,A19,203819,466705.92,19.524,4.088,138.5673,8.193,37,FALSE,0,0
2012-09-21 00:00:00,A,A19,203819,464869.67,18.186,4.203,138.6534,8.193,38,FALSE,0,0
2012-09-28 00:00:00,A,A19,203819,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,A,A19,203819,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,A,A19,203819,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,A,A19,203819,,,,,,42,FALSE,0,0
2012-07-06 00:00:00,A,A20,203742,777754.3,23.76,3.475,214.6873514,7.28,27,FALSE,0,0
2012-07-13 00:00:00,A,A20,203742,732492.69,23.481,3.523,214.728027,7.28,28,FALSE,0,0
2012-07-20 00:00:00,A,A20,203742,660927.71,22.812,3.567,214.7331351,7.28,29,FALSE,0,0
2012-07-27 00:00:00,A,A20,203742,645501.93,22.38,3.647,214.7382432,7.28,30,FALSE,0,0
2012-08-03 00:00:00,A,A20,203742,685290.46,22.419,3.654,214.7433514,7.28,31,FALSE,0,0
2012-08-10 00:00:00,A,A20,203742,742043,22.62,3.722,214.7484595,7.28,32,FALSE,0,0
2012-08-17 00:00:00,A,A20,203742,702752.66,20.871,3.807,214.825578,7.28,33,FALSE,0,0
2012-08-24 00:00:00,A,A20,203742,667668.47,20.481,3.834,214.9567044,7.28,34,FALSE,0,0
2012-08-31 00:00:00,A,A20,203742,679949.67,21.798,3.867,215.0878309,7.28,35,FALSE,0,0
2012-09-07 00:00:00,A,A20,203742,708217.1,22.908,3.911,215.2189573,7.28,36,TRUE,0,0
2012-09-14 00:00:00,A,A20,203742,732258.39,19.452,3.948,215.3583757,7.28,37,FALSE,0,0
2012-09-21 00:00:00,A,A20,203742,739777.45,18.282,4.038,215.5475459,7.28,38,FALSE,0,0
2012-09-28 00:00:00,A,A20,203742,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,A,A20,203742,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,A,A20,203742,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,A,A20,203742,,,,,,42,FALSE,0,0
2012-07-06 00:00:00,A,A27,204184,631092.22,24.624,3.646,142.2234298,8.239,27,FALSE,0,0
2012-07-13 00:00:00,A,A27,204184,541143.98,23.685,3.689,142.2548214,8.239,28,FALSE,0,0
2012-07-20 00:00:00,A,A27,204184,541239.72,23.592,3.732,142.2337569,8.239,29,FALSE,0,0
2012-07-27 00:00:00,A,A27,204184,518600.2,22.803,3.82,142.2126924,8.239,30,FALSE,0,0
2012-08-03 00:00:00,A,A27,204184,535802.33,22.566,3.819,142.1916279,8.239,31,FALSE,0,0
2012-08-10 00:00:00,A,A27,204184,552179.98,23.532,3.863,142.1705634,8.239,32,FALSE,0,0
2012-08-17 00:00:00,A,A27,204184,555229.1,22.953,3.963,142.2157385,8.239,33,FALSE,0,0
2012-08-24 00:00:00,A,A27,204184,546441.84,21.879,3.997,142.3105933,8.239,34,FALSE,0,0
2012-08-31 00:00:00,A,A27,204184,537279.19,22.5,4.026,142.4054482,8.239,35,FALSE,0,0
2012-09-07 00:00:00,A,A27,204184,596031.81,22.8,4.076,142.500303,8.239,36,TRUE,0,0
2012-09-14 00:00:00,A,A27,204184,507723.76,20.616,4.088,142.5938833,8.239,37,FALSE,0,0
2012-09-21 00:00:00,A,A27,204184,534396,19.83,4.203,142.6798167,8.239,38,FALSE,0,0
2012-09-28 00:00:00,A,A27,204184,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,A,A27,204184,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,A,A27,204184,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,A,A27,204184,,,,,,42,FALSE,0,0
2012-07-06 00:00:00,A,A39,184109,533842.38,24.315,3.227,220.567112,6.623,27,FALSE,0,0
2012-07-13 00:00:00,A,A39,184109,474263.83,23.448,3.256,220.6063444,6.623,28,FALSE,0,0
2012-07-20 00:00:00,A,A39,184109,512815.36,24.096,3.311,220.6148749,6.623,29,FALSE,0,0
2012-07-27 00:00:00,A,A39,184109,476219.92,24.867,3.407,220.6234054,6.623,30,FALSE,0,0
2012-08-03 00:00:00,A,A39,184109,507599.15,25.215,3.417,220.6319358,6.623,31,FALSE,0,0
2012-08-10 00:00:00,A,A39,184109,517753.46,25.041,3.494,220.6404663,6.623,32,FALSE,0,0
2012-08-17 00:00:00,A,A39,184109,534221.74,25.416,3.571,220.7199609,6.623,33,FALSE,0,0
2012-08-24 00:00:00,A,A39,184109,532840.01,24.147,3.62,220.8526787,6.623,34,FALSE,0,0
2012-08-31 00:00:00,A,A39,184109,564882.58,25.116,3.638,220.9853964,6.623,35,FALSE,0,0
2012-09-07 00:00:00,A,A39,184109,548664.99,25.113,3.73,221.1181142,6.623,36,TRUE,0,0
2012-09-14 00:00:00,A,A39,184109,502195.24,23.013,3.717,221.2601207,6.623,37,FALSE,0,0
2012-09-21 00:00:00,A,A39,184109,546315.51,22.074,3.721,221.4578604,6.623,38,FALSE,0,0
2012-09-28 00:00:00,A,A39,184109,,,,,,39,FALSE,0,0
2012-10-05 00:00:00,A,A39,184109,,,,,,40,FALSE,0,0
2012-10-12 00:00:00,A,A39,184109,,,,,,41,FALSE,0,0
2012-10-19 00:00:00,A,A39,184109,,,,,,42,FALSE,0,0
