週,店タイプ,店舗番号,店サイズ,売上,平均気温,ガソリン価格,消費者物価指数,失業率,ISO週番号,祝日の有無,クリスマスセール,BlackFridayセール
2010-04-23 00:00:00,A,A1,151315,442756.64,64.84,2.795,210.4391228,7.808,16,FALSE,0,0
2010-04-23 00:00:00,A,A39,184109,419189.18,67.64,2.795,209.2199574,8.464,16,FALSE,0,0
2010-04-23 00:00:00,B,B10,126512,821555.648,66.42,3.05,126.4713333,9.524,16,FALSE,0,0
2010-04-23 00:00:00,B,B6,202505,693616.464,64.11,2.795,211.9442745,7.092,16,FALSE,0,0
2010-04-30 00:00:00,A,A1,151315,437640.72,67.41,2.78,210.3895456,7.808,17,FALSE,0,0
2010-04-30 00:00:00,A,A14,200898,717673.08,53.15,2.921,181.6620359,8.899,17,FALSE,0,0
2010-04-30 00:00:00,A,A2,202307,582955.79,66.98,2.78,210.0505833,8.2,17,FALSE,0,0
2010-04-30 00:00:00,B,B4,205863,579375.32,53.04,2.787,126.3805667,7.896,17,FALSE,0,0
2010-04-30 00:00:00,A,A20,203742,629006.53,54.75,2.921,203.6503685,7.856,17,FALSE,0,0
2010-04-30 00:00:00,A,A19,203819,454177.24,49.89,3.042,132.0644333,8.185,17,FALSE,0,0
2010-04-30 00:00:00,B,B13,219622,578661.54,48.33,2.941,126.3805667,8.107,17,FALSE,0,0
2010-04-30 00:00:00,B,B10,126512,502066.98,69.76,3.105,126.3805667,9.524,17,FALSE,0,0
2010-04-30 00:00:00,B,B6,202505,415433.42,68.91,2.78,211.8942725,7.092,17,FALSE,0,0
2010-04-30 00:00:00,A,A39,184109,413544.84,70.03,2.78,209.170772,8.464,17,FALSE,0,0
2010-04-30 00:00:00,A,A27,204184,596436.29,53.55,3.042,135.9170833,8.058,17,FALSE,0,0
2010-05-07 00:00:00,A,A19,203819,487025.97,62.54,3.095,132.1062,8.185,18,FALSE,0,0
2010-05-07 00:00:00,A,A2,202307,658983.96,71.28,2.835,210.0011018,8.2,18,FALSE,0,0
2010-05-07 00:00:00,A,A39,184109,433722.18,74.86,2.835,209.1215867,8.464,18,FALSE,0,0
2010-05-07 00:00:00,A,A27,204184,608494,69.02,3.095,135.962,8.058,18,FALSE,0,0
2010-05-07 00:00:00,B,B4,205863,768961.548,56.77,2.836,126.2898,7.896,18,FALSE,0,0
2010-05-07 00:00:00,B,B10,126512,623629.776,71.06,3.127,126.2898,9.524,18,FALSE,0,0
2010-05-07 00:00:00,A,A1,151315,490598.5,72.55,2.835,210.3399684,7.808,18,FALSE,0,0
2010-05-07 00:00:00,A,A20,203742,676640.02,66.74,2.966,203.6101784,7.856,18,FALSE,0,0
2010-05-07 00:00:00,B,B6,202505,535863.744,73.68,2.835,211.8442706,7.092,18,FALSE,0,0
2010-05-07 00:00:00,B,B13,219622,775346.568,44.42,2.948,126.2898,8.107,18,FALSE,0,0
2010-05-07 00:00:00,A,A14,200898,785240.46,70.75,2.966,181.6468154,8.899,18,FALSE,0,0
2010-05-14 00:00:00,A,A1,151315,461830.66,74.78,2.854,210.3374261,7.808,19,FALSE,0,0
2010-05-14 00:00:00,A,A20,203742,670294.58,55.91,2.982,203.6133915,7.856,19,FALSE,0,0
2010-05-14 00:00:00,B,B6,202505,604611.49,74.95,2.854,211.8421769,7.092,19,FALSE,0,0
2010-05-14 00:00:00,A,A19,203819,459002.87,46.53,3.112,132.152129,8.185,19,FALSE,0,0
2010-05-14 00:00:00,B,B10,126512,680089.382,73.88,3.145,126.2085484,9.524,19,FALSE,0,0
2010-05-14 00:00:00,A,A2,202307,603728.65,73.31,2.854,209.9984585,8.2,19,FALSE,0,0
2010-05-14 00:00:00,B,B13,219622,825720.966,50.15,2.962,126.2085484,8.107,19,FALSE,0,0
2010-05-14 00:00:00,A,A14,200898,716814.99,54.26,2.982,181.6612792,8.899,19,FALSE,0,0
2010-05-14 00:00:00,A,A39,184109,390635.46,77.49,2.854,209.118536,8.464,19,FALSE,0,0
2010-05-14 00:00:00,B,B4,205863,835387.294,62.35,2.845,126.2085484,7.896,19,FALSE,0,0
2010-05-14 00:00:00,A,A27,204184,587908.48,53.82,3.112,136.010394,8.058,19,FALSE,0,0
2010-05-21 00:00:00,B,B13,219622,961325.824,57.71,2.95,126.1843871,8.107,20,FALSE,0,0
2010-05-21 00:00:00,A,A39,184109,440247.13,76.67,2.826,209.3922937,8.464,20,FALSE,0,0
2010-05-21 00:00:00,B,B10,126512,815233.616,78.32,3.12,126.1843871,9.524,20,FALSE,0,0
2010-05-21 00:00:00,A,A2,202307,625086.22,74.83,2.826,210.2768443,8.2,20,FALSE,0,0
2010-05-21 00:00:00,B,B4,205863,999390.032,67.4,2.82,126.1843871,7.896,20,FALSE,0,0
2010-05-21 00:00:00,B,B6,202505,695956.96,74.8,2.826,212.1275324,7.092,20,FALSE,0,0
2010-05-21 00:00:00,A,A14,200898,711472.95,62.62,2.958,181.8538486,8.899,20,FALSE,0,0
2010-05-21 00:00:00,A,A1,151315,455981.33,76.44,2.826,210.6170934,7.808,20,FALSE,0,0
2010-05-21 00:00:00,A,A19,203819,439528.1,57.53,3.096,132.2230323,8.185,20,FALSE,0,0
2010-05-21 00:00:00,A,A27,204184,591881.52,63.31,3.096,136.0796521,8.058,20,FALSE,0,0
2010-05-21 00:00:00,A,A20,203742,634637.35,60.38,2.958,203.8770235,7.856,20,FALSE,0,0
2010-05-28 00:00:00,A,A2,202307,642165.98,81.13,2.759,210.5552301,8.2,21,FALSE,0,0
2010-05-28 00:00:00,B,B6,202505,465462.83,78.89,2.759,212.412888,7.092,21,FALSE,0,0
2010-05-28 00:00:00,A,A19,203819,500074.72,68.85,3.046,132.2939355,8.185,21,FALSE,0,0
2010-05-28 00:00:00,A,A20,203742,659712.94,70.97,2.899,204.1406556,7.856,21,FALSE,0,0
2010-05-28 00:00:00,A,A39,184109,445170.81,80.22,2.759,209.6660514,8.464,21,FALSE,0,0
2010-05-28 00:00:00,B,B13,219622,609482.15,53.11,2.908,126.1602258,8.107,21,FALSE,0,0
2010-05-28 00:00:00,A,A1,151315,463297.97,80.44,2.759,210.8967606,7.808,21,FALSE,0,0
2010-05-28 00:00:00,A,A14,200898,743756.31,69.27,2.899,182.0464181,8.899,21,FALSE,0,0
2010-05-28 00:00:00,B,B4,205863,575294.19,67.73,2.756,126.1602258,7.896,21,FALSE,0,0
2010-05-28 00:00:00,B,B10,126512,530144.88,76.67,3.058,126.1602258,9.524,21,FALSE,0,0
2010-05-28 00:00:00,A,A27,204184,613399.87,67.88,3.046,136.1489101,8.058,21,FALSE,0,0
2010-06-04 00:00:00,A,A27,204184,647417.19,74.29,3.006,136.2181682,8.058,22,FALSE,0,0
2010-06-04 00:00:00,B,B4,205863,729491.964,70.83,2.701,126.1360645,7.896,22,FALSE,0,0
2010-06-04 00:00:00,A,A1,151315,512440.56,80.69,2.705,211.1764278,7.808,22,FALSE,0,0
2010-06-04 00:00:00,A,A19,203819,463166.75,68.88,3.006,132.3648387,8.185,22,FALSE,0,0
2010-06-04 00:00:00,B,B10,126512,651969.516,82.82,2.941,126.1360645,9.524,22,FALSE,0,0
2010-06-04 00:00:00,A,A39,184109,477497.3,79.83,2.705,209.9398091,8.464,22,FALSE,0,0
2010-06-04 00:00:00,A,A20,203742,685885.56,72.52,2.847,204.4042877,7.856,22,FALSE,0,0
2010-06-04 00:00:00,A,A2,202307,672915.41,81.81,2.705,210.833616,8.2,22,FALSE,0,0
2010-06-04 00:00:00,B,B13,219622,762429.408,59.85,2.871,126.1360645,8.107,22,FALSE,0,0
2010-06-04 00:00:00,B,B6,202505,637237.368,79.44,2.705,212.6982436,7.092,22,FALSE,0,0
2010-06-04 00:00:00,A,A14,200898,784389.41,75.93,2.847,182.2389876,8.899,22,FALSE,0,0
2010-06-11 00:00:00,B,B4,205863,825106.856,78.45,2.668,126.1119032,7.896,23,FALSE,0,0
2010-06-11 00:00:00,A,A1,151315,502013.2,80.43,2.668,211.4560951,7.808,23,FALSE,0,0
2010-06-11 00:00:00,B,B6,202505,676269.888,81.81,2.668,212.9835992,7.092,23,FALSE,0,0
2010-06-11 00:00:00,A,A20,203742,696378.97,67.32,2.809,204.6679198,7.856,23,FALSE,0,0
2010-06-11 00:00:00,A,A19,203819,454965.34,61.64,2.972,132.4357419,8.185,23,FALSE,0,0
2010-06-11 00:00:00,B,B10,126512,703244.528,89.67,3.057,126.1119032,9.524,23,FALSE,0,0
2010-06-11 00:00:00,A,A39,184109,451935.9,81.78,2.668,210.2135668,8.464,23,FALSE,0,0
2010-06-11 00:00:00,A,A27,204184,598786.19,68.9,2.972,136.2874263,8.058,23,FALSE,0,0
2010-06-11 00:00:00,A,A2,202307,668649.33,83.4,2.668,211.1120018,8.2,23,FALSE,0,0
2010-06-11 00:00:00,A,A14,200898,764370.48,69.71,2.809,182.4315571,8.899,23,FALSE,0,0
2010-06-11 00:00:00,B,B13,219622,926190.622,65.24,2.841,126.1119032,8.107,23,FALSE,0,0
2010-06-18 00:00:00,B,B10,126512,829231.312,83.49,2.935,126.114,9.524,24,FALSE,0,0
2010-06-18 00:00:00,A,A39,184109,446603.83,83.96,2.637,210.2108417,8.464,24,FALSE,0,0
2010-06-18 00:00:00,A,A14,200898,758259.24,72.62,2.78,182.4424199,8.899,24,FALSE,0,0
2010-06-18 00:00:00,B,B6,202505,780917.104,83.89,2.637,212.9813843,7.092,24,FALSE,0,0
2010-06-18 00:00:00,A,A1,151315,495915.29,84.11,2.637,211.4537719,7.808,24,FALSE,0,0
2010-06-18 00:00:00,A,A20,203742,690990.38,72.62,2.78,204.670036,7.856,24,FALSE,0,0
2010-06-18 00:00:00,A,A2,202307,653814.19,85.81,2.637,211.1096543,8.2,24,FALSE,0,0
2010-06-18 00:00:00,B,B13,219622,1045863.424,58.41,2.819,126.114,8.107,24,FALSE,0,0
2010-06-18 00:00:00,A,A27,204184,599112.45,70,2.942,136.3243393,8.058,24,FALSE,0,0
2010-06-18 00:00:00,B,B4,205863,999879.76,81.53,2.635,126.114,7.896,24,FALSE,0,0
2010-06-18 00:00:00,A,A19,203819,459280.54,66.25,2.942,132.4733333,8.185,24,FALSE,0,0
2010-06-25 00:00:00,A,A14,200898,744904.23,79.32,2.808,182.3806,8.899,25,FALSE,0,0
2010-06-25 00:00:00,B,B10,126512,496036.2,90.32,3.084,126.1266,9.524,25,FALSE,0,0
2010-06-25 00:00:00,A,A19,203819,452183.61,72.3,2.958,132.4976,8.185,25,FALSE,0,0
2010-06-25 00:00:00,A,A2,202307,620043.71,86.26,2.653,210.9950134,8.2,25,FALSE,0,0
2010-06-25 00:00:00,B,B6,202505,459874.01,84.2,2.653,212.8641412,7.092,25,FALSE,0,0
2010-06-25 00:00:00,B,B4,205863,600855.74,81.1,2.654,126.1266,7.896,25,FALSE,0,0
2010-06-25 00:00:00,A,A1,151315,460079.42,84.34,2.653,211.3386526,7.808,25,FALSE,0,0
2010-06-25 00:00:00,A,A20,203742,633682.68,75.17,2.808,204.5675459,7.856,25,FALSE,0,0
2010-06-25 00:00:00,B,B13,219622,624981.32,71.83,2.82,126.1266,8.107,25,FALSE,0,0
2010-06-25 00:00:00,A,A39,184109,419385.81,83.24,2.653,210.0975233,8.464,25,FALSE,0,0
2010-06-25 00:00:00,A,A27,204184,614713.1,78.02,2.958,136.3483143,8.058,25,FALSE,0,0
2010-07-02 00:00:00,B,B4,205863,722853.156,73.66,2.668,126.1392,7.372,26,FALSE,0,0
2010-07-02 00:00:00,A,A20,203742,713689.76,70.1,2.815,204.4650559,7.527,26,FALSE,0,0
2010-07-02 00:00:00,A,A19,203819,505669.43,66.25,2.958,132.5218667,8.099,26,FALSE,0,0
2010-07-02 00:00:00,A,A27,204184,640710.09,76.25,2.958,136.3722893,7.982,26,FALSE,0,0
2010-07-02 00:00:00,B,B6,202505,614775.36,80.34,2.669,212.746898,6.973,26,FALSE,0,0
2010-07-02 00:00:00,B,B10,126512,617453.904,92.89,2.978,126.1392,9.199,26,FALSE,0,0
2010-07-02 00:00:00,A,A39,184109,454285.81,81.35,2.669,209.984205,8.36,26,FALSE,0,0
2010-07-02 00:00:00,A,A2,202307,649559.81,82.74,2.669,210.8803726,8.099,26,FALSE,0,0
2010-07-02 00:00:00,A,A14,200898,783040.5,76.61,2.815,182.3187801,8.743,26,FALSE,0,0
2010-07-02 00:00:00,B,B13,219622,786619.992,78.82,2.814,126.1392,7.951,26,FALSE,0,0
2010-07-02 00:00:00,A,A1,151315,476854.53,80.91,2.669,211.2235333,7.787,26,FALSE,0,0
2010-07-09 00:00:00,B,B10,126512,682006.584,91.03,3.1,126.1518,9.199,27,FALSE,0,0
2010-07-09 00:00:00,B,B4,205863,835963.31,80.35,2.637,126.1518,7.372,27,FALSE,0,0
2010-07-09 00:00:00,A,A39,184109,423713.3,81.1,2.642,209.8708867,8.36,27,FALSE,0,0
2010-07-09 00:00:00,A,A2,202307,617905.22,82.59,2.642,210.7657317,8.099,27,FALSE,0,0
2010-07-09 00:00:00,A,A27,204184,638451.97,82.69,2.94,136.3962643,7.982,27,FALSE,0,0
2010-07-09 00:00:00,B,B6,202505,689274.236,80.93,2.642,212.6296549,6.973,27,FALSE,0,0
2010-07-09 00:00:00,B,B13,219622,845084.086,71.33,2.802,126.1518,7.951,27,FALSE,0,0
2010-07-09 00:00:00,A,A19,203819,469702.71,78.22,2.94,132.5461333,8.099,27,FALSE,0,0
2010-07-09 00:00:00,A,A1,151315,483804.27,80.48,2.642,211.108414,7.787,27,FALSE,0,0
2010-07-09 00:00:00,A,A14,200898,753881.64,82.45,2.793,182.2569603,8.743,27,FALSE,0,0
2010-07-09 00:00:00,A,A20,203742,698570.71,78.09,2.793,204.3625658,7.527,27,FALSE,0,0
2010-07-16 00:00:00,A,A20,203742,677111.69,75.14,2.783,204.3571656,7.527,28,FALSE,0,0
2010-07-16 00:00:00,A,A39,184109,430956.47,83.86,2.623,209.8630532,8.36,28,FALSE,0,0
2010-07-16 00:00:00,A,A27,204184,579378.03,78.26,2.933,136.4179827,7.982,28,FALSE,0,0
2010-07-16 00:00:00,A,A14,200898,709017.71,77.84,2.783,182.2604411,8.743,28,FALSE,0,0
2010-07-16 00:00:00,A,A2,202307,612542.98,85.32,2.623,210.7577954,8.099,28,FALSE,0,0
2010-07-16 00:00:00,B,B6,202505,736609.76,83.75,2.623,212.6212163,6.973,28,FALSE,0,0
2010-07-16 00:00:00,B,B13,219622,985581.328,77.79,2.791,126.1498065,7.951,28,FALSE,0,0
2010-07-16 00:00:00,B,B4,205863,961484.72,78.53,2.621,126.1498065,7.372,28,FALSE,0,0
2010-07-16 00:00:00,A,A19,203819,448600.23,74.6,2.933,132.5667742,8.099,28,FALSE,0,0
2010-07-16 00:00:00,A,A1,151315,462601.6,83.15,2.623,211.1003854,7.787,28,FALSE,0,0
2010-07-16 00:00:00,B,B10,126512,762988.448,91.8,2.971,126.1498065,9.199,28,FALSE,0,0
2010-07-23 00:00:00,B,B4,205863,586113.24,79.78,2.612,126.1283548,7.372,29,FALSE,0,0
2010-07-23 00:00:00,A,A14,200898,684265.41,81.46,2.771,182.3509895,8.743,29,FALSE,0,0
2010-07-23 00:00:00,A,A19,203819,438048.82,74.68,2.924,132.5825806,8.099,29,FALSE,0,0
2010-07-23 00:00:00,A,A2,202307,585390.9,87.66,2.608,210.8921319,8.099,29,FALSE,0,0
2010-07-23 00:00:00,B,B6,202505,463831.75,83.9,2.608,212.7578505,6.973,29,FALSE,0,0
2010-07-23 00:00:00,A,A27,204184,576254.84,81.56,2.924,136.4366924,7.982,29,FALSE,0,0
2010-07-23 00:00:00,A,A1,151315,442998.44,83.36,2.608,211.2351443,7.787,29,FALSE,0,0
2010-07-23 00:00:00,A,A39,184109,428170.52,82.2,2.608,209.9958663,8.36,29,FALSE,0,0
2010-07-23 00:00:00,A,A20,203742,629906.05,77.75,2.771,204.4812188,7.527,29,FALSE,0,0
2010-07-23 00:00:00,B,B13,219622,608560.6,82.27,2.797,126.1283548,7.951,29,FALSE,0,0
2010-07-23 00:00:00,B,B10,126512,478555.84,88.44,3.112,126.1283548,9.199,29,FALSE,0,0
2010-07-30 00:00:00,A,A2,202307,588079.52,83.49,2.64,211.0264684,8.099,30,FALSE,0,0
2010-07-30 00:00:00,A,A27,204184,577911.16,79.78,2.932,136.4554021,7.982,30,FALSE,0,0
2010-07-30 00:00:00,B,B6,202505,529416.492,81.37,2.64,212.8944846,6.973,30,FALSE,0,0
2010-07-30 00:00:00,A,A39,184109,421294.87,80.99,2.64,210.1286794,8.36,30,FALSE,0,0
2010-07-30 00:00:00,B,B13,219622,692571.852,78.94,2.797,126.1069032,7.951,30,FALSE,0,0
2010-07-30 00:00:00,B,B4,205863,696622.812,80.7,2.65,126.1069032,7.372,30,FALSE,0,0
2010-07-30 00:00:00,A,A19,203819,447174.3,72.83,2.932,132.5983871,8.099,30,FALSE,0,0
2010-07-30 00:00:00,A,A20,203742,653590.91,76.03,2.781,204.605272,7.527,30,FALSE,0,0
2010-07-30 00:00:00,A,A14,200898,696275.66,79.78,2.781,182.4415378,8.743,30,FALSE,0,0
2010-07-30 00:00:00,A,A1,151315,428677.94,81.84,2.64,211.3699032,7.787,30,FALSE,0,0
2010-07-30 00:00:00,B,B10,126512,596558.232,85.03,3.017,126.1069032,9.199,30,FALSE,0,0
2010-08-06 00:00:00,B,B10,126512,704155.186,86.13,3.123,126.0854516,9.199,31,FALSE,0,0
2010-08-06 00:00:00,A,A39,184109,447618.78,84.92,2.627,210.2614925,8.36,31,FALSE,0,0
2010-08-06 00:00:00,B,B6,202505,659361.248,86.61,2.627,213.0311188,6.973,31,FALSE,0,0
2010-08-06 00:00:00,B,B4,205863,834390.914,76.53,2.64,126.0854516,7.372,31,FALSE,0,0
2010-08-06 00:00:00,A,A14,200898,762285.16,77.17,2.784,182.5320862,8.743,31,FALSE,0,0
2010-08-06 00:00:00,A,A2,202307,646607.4,89.53,2.627,211.1608049,8.099,31,FALSE,0,0
2010-08-06 00:00:00,A,A27,204184,617583.5,77.45,2.942,136.4741118,7.982,31,FALSE,0,0
2010-08-06 00:00:00,A,A1,151315,499983.03,87.16,2.627,211.5046621,7.787,31,FALSE,0,0
2010-08-06 00:00:00,A,A19,203819,489321.01,74.2,2.942,132.6141935,8.099,31,FALSE,0,0
2010-08-06 00:00:00,A,A20,203742,633654.76,74.57,2.784,204.7293252,7.527,31,FALSE,0,0
2010-08-06 00:00:00,B,B13,219622,855005.97,81.24,2.802,126.0854516,7.951,31,FALSE,0,0
2010-08-13 00:00:00,A,A27,204184,602210.86,77.36,2.923,136.4928214,7.982,32,FALSE,0,0
2010-08-13 00:00:00,A,A1,151315,487074.09,87,2.692,211.6394211,7.787,32,FALSE,0,0
2010-08-13 00:00:00,A,A2,202307,630435.2,89.05,2.692,211.2951413,8.099,32,FALSE,0,0
2010-08-13 00:00:00,A,A19,203819,465305.02,72.71,2.923,132.63,8.099,32,FALSE,0,0
2010-08-13 00:00:00,B,B4,205863,1009600.832,78.08,2.698,126.064,7.372,32,FALSE,0,0
2010-08-13 00:00:00,A,A39,184109,425636.81,85.66,2.692,210.3943056,8.36,32,FALSE,0,0
2010-08-13 00:00:00,B,B6,202505,712539.408,86.83,2.692,213.1677529,6.973,32,FALSE,0,0
2010-08-13 00:00:00,A,A20,203742,704039.86,75.98,2.805,204.8533784,7.527,32,FALSE,0,0
2010-08-13 00:00:00,B,B13,219622,941616.224,74.93,2.837,126.064,7.951,32,FALSE,0,0
2010-08-13 00:00:00,B,B10,126512,795927.488,88.37,3.049,126.064,9.199,32,FALSE,0,0
2010-08-13 00:00:00,A,A14,200898,697132.24,78.44,2.805,182.6226346,8.743,32,FALSE,0,0
2010-08-20 00:00:00,A,A27,204184,629175.98,75.16,2.913,136.5249182,7.982,33,FALSE,0,0
2010-08-20 00:00:00,A,A1,151315,466347.87,86.65,2.664,211.6033633,7.787,33,FALSE,0,0
2010-08-20 00:00:00,A,A2,202307,621569.69,88.7,2.664,211.2596586,8.099,33,FALSE,0,0
2010-08-20 00:00:00,A,A20,203742,658436.78,75.34,2.779,204.8217044,7.527,33,FALSE,0,0
2010-08-20 00:00:00,B,B13,219622,626918.55,76.34,2.85,126.0766452,7.951,33,FALSE,0,0
2010-08-20 00:00:00,A,A14,200898,701669.33,76.01,2.779,182.6165205,8.743,33,FALSE,0,0
2010-08-20 00:00:00,B,B6,202505,430430.54,87.36,2.664,213.1291427,6.973,33,FALSE,0,0
2010-08-20 00:00:00,B,B10,126512,539805.01,89.88,3.041,126.0766452,9.199,33,FALSE,0,0
2010-08-20 00:00:00,A,A19,203819,459213.11,72.22,2.913,132.6616129,8.099,33,FALSE,0,0
2010-08-20 00:00:00,A,A39,184109,453564.09,85.73,2.664,210.3617581,8.36,33,FALSE,0,0
2010-08-20 00:00:00,B,B4,205863,611368.06,78.83,2.671,126.0766452,7.372,33,FALSE,0,0
2010-08-27 00:00:00,B,B4,205863,713532.516,74.44,2.621,126.0892903,7.372,34,FALSE,0,0
2010-08-27 00:00:00,B,B6,202505,495494.076,85.71,2.619,213.0905324,6.973,34,FALSE,0,0
2010-08-27 00:00:00,A,A1,151315,439620.7,85.22,2.619,211.5673056,7.787,34,FALSE,0,0
2010-08-27 00:00:00,A,A20,203742,643566.03,70.51,2.755,204.7900305,7.527,34,FALSE,0,0
2010-08-27 00:00:00,B,B13,219622,712320.84,75.31,2.854,126.0892903,7.951,34,FALSE,0,0
2010-08-27 00:00:00,A,A14,200898,676633.75,71.36,2.755,182.6104063,8.743,34,FALSE,0,0
2010-08-27 00:00:00,A,A19,203819,494082.18,66.4,2.885,132.6932258,8.099,34,FALSE,0,0
2010-08-27 00:00:00,A,A27,204184,595631.82,70.31,2.885,136.557015,7.982,34,FALSE,0,0
2010-08-27 00:00:00,A,A39,184109,449655.07,84.31,2.619,210.3292106,8.36,34,FALSE,0,0
2010-08-27 00:00:00,B,B10,126512,582527.892,84.99,3.022,126.0892903,9.199,34,FALSE,0,0
2010-08-27 00:00:00,A,A2,202307,597575.61,87.12,2.619,211.2241759,8.099,34,FALSE,0,0
2010-09-03 00:00:00,A,A14,200898,754065.57,78.37,2.715,182.6042922,8.743,35,FALSE,0,0
2010-09-03 00:00:00,A,A19,203819,529807.09,74.69,2.86,132.7248387,8.099,35,FALSE,0,0
2010-09-03 00:00:00,B,B13,219622,888197.1,65.71,2.868,126.1019355,7.951,35,FALSE,0,0
2010-09-03 00:00:00,A,A27,204184,622415.33,78.52,2.86,136.5891118,7.982,35,FALSE,0,0
2010-09-03 00:00:00,A,A39,184109,455659.78,82.13,2.577,210.2966631,8.36,35,FALSE,0,0
2010-09-03 00:00:00,B,B6,202505,624513.61,82.15,2.577,213.0519222,6.973,35,FALSE,0,0
2010-09-03 00:00:00,A,A2,202307,640753.12,81.83,2.577,211.1886931,8.099,35,FALSE,0,0
2010-09-03 00:00:00,B,B4,205863,873551.854,76.8,2.584,126.1019355,7.372,35,FALSE,0,0
2010-09-03 00:00:00,A,A1,151315,491222.36,81.21,2.577,211.5312479,7.787,35,FALSE,0,0
2010-09-03 00:00:00,B,B10,126512,692136.718,83.8,3.087,126.1019355,9.199,35,FALSE,0,0
